0,1,2,3,4,5,6,7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5350017511650246,0.0,0.0,0.0,0.0,0.6938929063785698,0.48196033107285774
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4271793572008535,0.0,0.0,0.0,0.6393425516815948,0.6393425516815948,0.0,0.0
0.0,0.7429772775514182,0.0,0.0,0.0,0.0,0.0,0.669316640344675
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6651410461715002,0.554794316284442,0.0,0.0,0.0,0.0,0.0,0.49979061147280557
0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0
0.0,0.7429772775514182,0.0,0.0,0.0,0.0,0.0,0.669316640344675
0.3501880418645733,0.29209193504974235,0.5381873086074093,0.5381873086074093,0.0,0.0,0.37884085668887485,0.26313320547779295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7679315566643024,0.6405319073076231,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5350017511650246,0.0,0.0,0.0,0.0,0.6938929063785698,0.48196033107285774
0.0,0.7429772775514182,0.0,0.0,0.0,0.0,0.0,0.669316640344675
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.380854498422051,0.0,0.5853171238669994,0.5853171238669994,0.0,0.0,0.4120164803109398,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7994603455455533,0.0,0.0,0.0,0.0,0.0,0.0,0.6007188659432832
0.0,0.7429772775514182,0.0,0.0,0.0,0.0,0.0,0.669316640344675
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5398964752366195,0.45032778771865056,0.0,0.0,0.0,0.0,0.58407146661234,0.4056811574682885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
